39	39	39	46	36
71	71	23	62	71
67	18	75	73	67
32	26	64	15	53
34	56	40	40	65
20	66	61	79	46
60	60	68	13	68
60	75	79	27	75
23	66	56	23	56
58	25	16	69	25
94	33	88	15	33
57	57	12	12	12
90	75	90	90	85
88	75	51	75	96
54	78	53	36	78
55	55	99	57	55
45	39	45	32	45
68	43	69	68	76
92	61	39	61	62
65	13	88	49	66
42	59	61	61	21
42	42	97	63	37
50	19	19	81	29
93	22	84	84	93
35	37	93	93	37
84	94	30	94	94
70	92	60	48	47
70	70	35	35	40
18	15	53	18	53
82	78	65	11	17
58	58	63	73	63
60	92	67	13	56
90	87	74	90	87
65	16	17	17	17
73	80	24	27	73
24	60	97	60	97
48	16	65	60	75
96	90	87	87	96
72	14	27	53	85
97	56	75	56	75
27	78	23	23	34
87	50	86	87	87
98	44	44	82	29
44	79	67	44	75
39	92	13	92	28
72	15	34	35	26
18	11	11	76	74
55	15	29	71	83
74	63	67	39	63
49	90	17	90	49
12	97	97	42	97
40	29	40	51	11
78	78	78	36	52
48	15	82	80	96
89	89	46	89	23
56	64	79	64	66
53	35	53	35	58
84	12	12	84	12
12	80	19	48	48
80	87	65	69	80
81	81	42	42	80
47	47	47	64	64
78	33	93	88	80
59	29	67	29	67
66	97	66	49	61
39	36	77	83	98
77	18	18	77	14
48	43	23	23	24
67	87	67	67	54
43	39	18	65	13
33	41	33	33	19
91	91	36	79	79
32	95	24	77	95
37	37	10	15	53
29	10	37	71	10
74	67	60	44	67
44	10	10	99	99
67	26	26	43	26
55	61	61	91	55
48	48	38	20	38
96	79	18	96	96
31	23	61	74	74
86	87	80	86	87
34	24	34	28	89
77	61	61	77	86
90	40	35	29	40
72	86	10	72	10
13	63	13	13	84
94	84	46	74	41
80	22	70	45	70
83	55	55	32	55
55	92	55	36	51
43	43	64	88	74
36	73	36	21	41
86	82	39	39	39
25	18	25	48	18
99	44	69	69	52
27	98	13	16	79
59	25	58	99	99
59	18	18	66	59
17	12	17	12	65
58	27	47	97	12
75	35	26	74	29
69	69	32	32	88
37	39	78	25	18
54	20	55	13	92
74	75	75	47	74
14	14	81	35	35
66	88	69	28	11
41	94	61	41	61
36	74	90	74	74
43	25	25	25	79
64	67	76	25	19
44	33	86	33	44
98	32	98	30	30
39	53	39	20	19
70	35	91	87	91
25	18	66	28	66
14	95	96	58	39
23	94	94	44	23
16	62	23	62	14
23	68	93	73	93
16	99	92	23	16
58	24	73	65	65
51	30	87	59	59
86	97	71	46	41
10	98	58	73	27
15	15	18	47	21
86	61	65	48	61
33	54	59	59	92
47	31	32	56	13
91	85	65	85	91
19	53	64	27	66
44	58	58	78	44
92	15	92	27	27
48	67	67	48	73
58	64	29	60	29
38	51	36	95	38
49	64	46	64	49
19	85	11	39	39
41	68	50	96	79
25	17	71	25	46
51	68	61	60	54
86	86	52	52	11
42	92	92	42	42
50	30	88	93	80
24	57	73	92	19
82	93	82	43	38
83	37	83	28	83
32	51	28	51	29
97	67	68	97	97
47	94	76	80	54
34	89	43	47	10
89	89	58	58	94
29	18	82	18	72
55	59	28	24	19
95	61	82	61	62
49	30	77	49	30
34	29	40	76	19
34	61	61	37	37
90	33	81	84	85
14	58	61	61	14
61	96	14	14	64
51	65	65	13	13
19	81	21	21	86
73	79	56	68	98
51	73	51	59	59
44	92	49	91	91
81	39	40	45	80
34	34	14	34	55
29	83	68	68	83
32	13	64	55	52
89	98	99	39	88
56	21	56	34	21
90	28	28	90	28
77	85	12	73	23
54	69	31	31	36
29	20	29	20	20
87	15	89	38	18
42	42	42	66	44
20	34	70	34	70
22	11	40	11	22
84	10	21	10	84
78	30	75	89	89
97	85	54	54	51
69	85	69	85	97
83	83	71	43	54
56	56	25	25	14
65	43	65	40	14
30	11	11	40	95
26	43	33	35	33
76	76	48	58	58
91	90	79	90	97
82	82	88	88	75
78	78	46	37	37
48	40	94	57	94
76	37	81	76	81
89	60	20	58	60
64	64	50	64	72
93	92	92	93	22
49	37	27	37	49
84	84	76	54	76
45	45	52	45	20
63	63	63	90	29
62	66	72	30	50
36	34	67	84	57
36	15	91	91	29
86	95	80	86	54
99	85	15	78	37
65	18	97	29	84
93	37	88	88	88
11	95	11	95	49
78	77	78	83	78
30	22	89	89	30
49	31	31	52	52
12	45	53	53	53
64	51	69	48	51
11	57	72	81	54
93	78	74	93	74
38	55	32	32	14
91	90	91	12	96
41	56	40	40	56
83	83	43	13	85
19	19	25	93	93
26	52	88	76	52
95	49	46	12	43
36	10	39	39	10
28	34	67	34	28
35	32	36	36	32
57	57	38	53	53
30	93	30	93	72
56	37	56	74	37
15	98	78	78	20
38	66	38	20	20
22	85	88	85	88
73	28	25	73	28
69	71	80	80	69
45	53	96	81	13
50	98	67	58	42
22	80	22	80	39
78	21	43	21	95
96	44	96	22	96
20	35	77	62	24
40	67	46	23	40
66	31	44	71	71
63	62	61	14	44
70	93	33	65	86
98	21	43	20	17
88	98	98	88	98
66	23	51	66	51
50	21	34	70	64
90	92	92	19	94
76	20	50	76	41
19	74	67	19	67
51	55	28	60	64
53	53	74	53	74
54	43	55	54	54
41	87	19	41	23
43	26	73	53	25
74	74	28	74	54
67	55	55	67	67
15	36	72	53	53
35	11	44	11	44
55	91	48	55	55
84	76	84	76	36
20	91	81	82	81
18	94	38	59	13
67	16	99	75	61
35	23	61	13	35
58	61	65	64	65
11	13	11	44	13
83	29	83	21	82
36	97	99	98	70
29	74	39	20	20
40	84	96	96	96
10	39	97	97	75
40	53	58	56	56
61	62	65	85	58
78	22	24	78	24
57	72	82	23	57
42	31	57	95	57
87	74	53	74	74
46	46	46	16	61
31	97	30	29	31
29	23	23	29	57
44	83	44	17	55
43	73	54	17	28
59	96	25	42	42
84	10	84	76	76
64	73	52	52	63
80	67	12	15	49
38	39	27	57	39
36	40	81	36	36
88	76	16	88	17
37	16	16	16	53
51	51	12	12	95
95	58	54	54	95
81	90	60	38	18
16	87	74	16	88
23	60	97	60	97
96	44	85	96	85
50	53	50	54	53
47	53	34	19	93
93	96	50	14	17
57	57	93	93	45
39	32	19	23	23
61	96	10	10	61
22	22	47	88	20
99	78	94	99	88
46	89	71	46	67
33	33	12	66	33
45	75	45	80	75
21	91	49	91	21
92	53	66	70	59
16	55	55	64	16
73	83	83	73	83
74	74	78	93	93
28	90	38	89	31
65	42	72	72	10
79	29	30	67	92
52	78	41	77	78
54	51	96	40	51
92	93	92	93	32
47	98	91	68	89
52	24	47	47	26
98	86	86	86	65
99	31	59	99	59
13	13	76	59	59
54	74	74	44	18
42	73	33	48	18
71	50	84	71	15
95	87	87	71	33
20	98	82	82	98
78	64	78	32	64
58	57	42	78	40
32	41	66	16	66
61	13	13	13	67
14	79	14	55	24
12	24	24	83	91
67	89	89	67	11
12	75	61	95	24
38	38	78	10	15
36	79	52	19	53
53	93	94	53	94
13	17	34	34	34
32	26	71	62	93
60	43	91	43	17
50	78	93	69	18
23	82	23	39	82
75	48	48	21	75
79	71	71	79	87
54	54	44	34	34
65	99	99	99	78
97	83	24	55	62
14	27	53	41	14
86	40	40	86	55
79	33	88	85	44
50	50	11	87	11
67	57	74	24	64
63	67	76	35	76
31	26	48	31	26
77	77	98	98	86
51	15	21	21	15
18	12	18	71	86
24	89	67	89	13
47	74	30	24	23
16	78	75	80	85
51	82	51	98	20
64	63	93	93	64
58	44	58	18	58
86	84	48	86	79
51	85	56	37	32
89	99	21	28	82
35	97	32	61	61
29	36	92	11	29
44	51	51	69	47
85	92	63	38	21
40	40	60	77	23
85	41	55	67	20
22	99	48	99	22
31	47	14	21	38
85	73	42	73	31
70	70	48	70	39
92	76	77	92	77
22	53	38	94	58
92	57	92	92	14
82	31	94	30	94
36	77	36	77	20
17	96	96	48	17
81	97	61	97	61
64	98	64	45	93
32	17	32	17	90
33	30	19	49	85
45	45	99	22	42
95	68	51	95	56
33	30	33	33	25
74	52	52	74	75
89	53	23	23	98
97	81	81	66	22
72	59	31	96	26
81	81	70	49	53
97	37	97	25	25
57	76	65	76	57
68	65	65	72	68
82	13	13	13	88
63	23	63	42	71
50	48	74	25	34
55	58	58	32	55
66	11	28	28	39
49	79	49	58	48
60	84	77	35	41
60	60	60	29	58
36	26	36	49	26
26	65	86	55	53
12	28	23	55	16
49	49	76	49	95
41	41	38	41	38
39	70	70	70	52
76	28	28	33	96
99	61	30	69	69
38	13	96	13	96
15	98	28	54	29
88	90	15	13	14
53	30	40	95	25
77	83	77	37	47
79	16	88	34	71
81	13	68	28	68
60	32	87	75	95
26	41	37	37	26
59	87	93	89	41
77	23	77	91	64
33	81	81	79	34
37	82	12	61	82
61	10	10	76	61
89	99	25	23	38
81	84	47	81	36
68	57	83	68	11
76	45	88	76	58
14	46	95	67	97
11	11	28	76	49
77	77	77	34	51
47	20	30	20	16
83	57	57	74	92
88	88	73	73	76
81	15	15	60	15
54	38	78	53	85
36	84	27	19	27
17	40	97	65	17
22	22	97	93	22
75	77	21	51	42
35	25	46	35	91
99	13	30	13	13
38	94	49	22	22
73	69	98	73	98
57	57	83	84	32
80	80	80	99	83
30	94	30	72	30
34	40	40	87	93
30	84	11	27	34
20	83	20	86	83
37	45	76	23	86
71	85	71	56	58
65	85	54	65	85
19	38	19	29	19
10	63	63	63	77
74	97	91	74	74
33	12	33	93	12
29	77	29	12	29
77	77	27	12	12
31	37	57	14	59
50	65	18	82	78
38	40	74	74	52
98	91	98	64	86
43	57	58	58	11
23	12	12	23	23
89	81	70	40	88
52	50	18	72	77
59	53	47	20	50
19	42	58	77	77
75	31	61	30	79
30	46	31	13	57
38	96	38	38	14
44	97	97	97	52
12	81	47	80	32
23	62	68	58	33
31	56	49	56	49
72	56	56	28	85
72	72	72	89	68
55	55	55	69	36
22	67	32	25	67
25	90	90	49	25
13	70	13	70	13
74	88	88	95	74
58	31	31	63	63
25	29	29	25	41
28	40	53	30	68
12	52	63	52	63
82	43	64	64	72
69	31	34	90	69
27	27	25	37	27
71	36	71	59	41
69	18	59	69	59
10	17	74	17	25
98	69	54	85	54
23	23	62	79	62
41	16	60	69	16
73	73	90	34	14
87	26	87	64	14
16	48	49	16	49
56	59	80	46	56
69	21	60	69	24
53	12	86	40	20
71	37	69	29	33
88	88	88	63	71
72	44	83	32	83
75	66	19	85	66
17	87	93	80	17
71	90	97	97	90
89	85	23	89	85
93	53	67	85	67
90	98	59	51	78
56	52	60	22	27
87	74	87	74	83
96	70	42	96	42
93	55	32	98	56
72	82	36	36	98
18	10	30	18	18
71	51	51	71	32
17	79	65	87	75
77	44	35	54	97
55	98	55	78	98
58	97	63	37	97
52	32	79	63	52
96	34	15	59	94
47	47	98	98	92
93	93	16	16	93
48	65	57	48	48
30	30	46	46	97
79	15	79	30	79
13	13	13	30	94
39	99	39	94	99
32	38	45	25	38
30	11	39	30	11
22	22	73	22	42
45	81	75	45	51
74	32	16	74	32
21	15	21	91	66
52	82	52	46	46
55	16	51	51	51
14	14	92	66	92
37	92	92	34	93
49	34	49	48	49
49	98	28	99	41
93	50	37	33	81
12	57	74	42	27
52	88	63	26	87
41	27	41	41	65
54	89	19	41	41
70	70	11	50	11
81	66	27	67	69
56	82	64	12	62
78	64	78	64	68
39	54	54	93	93
11	34	76	18	76
57	74	18	16	89
11	74	45	81	47
21	64	30	27	19
44	39	39	43	44
80	35	80	21	21
36	83	83	83	39
40	72	90	52	40
71	42	94	94	42
76	52	52	58	58
19	19	44	44	83
32	32	36	36	43
96	60	62	62	53
26	12	12	12	18
30	85	86	32	98
32	23	32	80	23
53	74	43	75	39
83	20	11	11	83
83	40	46	83	83
81	65	65	65	81
39	72	23	26	26
39	80	39	37	51
87	87	84	35	87
12	91	75	53	84
72	22	31	53	81
10	12	57	53	53
40	81	53	40	66
27	50	27	15	27
86	94	99	99	62
21	69	21	21	20
32	32	15	32	37
51	51	10	61	10
46	97	10	50	74
53	53	91	43	53
89	85	35	89	94
51	24	19	57	82
73	19	19	60	42
84	83	83	84	93
26	20	18	18	18
36	38	41	38	36
11	80	53	11	34
38	81	50	50	50
25	39	27	98	98
48	24	14	10	21
92	12	50	50	20
63	63	76	84	76
30	30	57	30	57
66	12	96	66	66
79	42	36	36	64
45	12	12	45	83
61	46	65	65	47
28	64	28	57	57
50	98	90	68	99
96	96	80	65	80
52	52	52	34	72
42	86	46	86	86
13	12	64	13	95
52	99	66	33	68
61	35	11	61	11
26	26	26	32	52
19	78	32	19	63
34	70	38	70	34
77	30	96	23	96
58	17	58	37	54
96	50	65	63	96
47	47	18	54	18
66	47	77	66	47
23	95	17	90	95
20	42	78	42	20
42	88	86	86	28
21	25	49	64	37
40	40	62	40	74
67	83	58	44	77
66	17	63	68	90
29	67	53	53	53
76	97	17	48	76
52	56	26	14	14
64	79	64	44	64
28	64	36	77	18
20	94	87	88	94
83	89	35	84	61
65	78	78	85	78
74	72	40	20	65
68	68	68	86	93
51	52	76	52	13
71	18	18	82	71
34	34	71	81	71
89	94	94	53	89
74	53	96	79	96
54	56	56	15	99
54	54	30	20	97
13	67	67	38	38
85	93	40	40	40
59	82	21	60	37
87	84	23	84	87
19	40	11	19	40
39	49	34	98	17
78	35	62	54	84
32	99	69	34	69
64	34	23	20	51
97	77	60	54	97
97	97	57	94	94
43	30	78	78	42
32	86	86	59	59
76	10	52	10	10
76	46	31	46	31
65	65	47	62	65
66	17	87	11	24
15	28	35	14	55
57	96	51	51	96
19	85	85	76	19
48	50	50	48	50
13	13	15	86	13
13	43	90	90	48
61	20	61	47	85
57	80	60	60	57
31	11	63	11	83
16	71	71	62	47
92	64	70	80	85
74	76	76	61	85
96	15	94	69	96
87	93	93	87	64
72	87	37	11	92
31	64	64	92	81
59	40	40	65	61
42	78	79	78	79
80	80	80	66	66
45	45	45	88	70
11	29	48	19	27
83	31	60	83	83
58	84	36	86	37
22	32	86	32	86
16	53	26	83	99
55	96	20	96	55
11	81	11	62	81
61	95	30	61	85
68	56	12	68	56
58	76	20	58	20
52	82	82	52	52
48	34	48	28	23
61	66	48	61	72
43	81	51	94	52
23	52	65	39	58
62	61	77	62	77
44	95	13	41	85
82	82	23	23	82
27	79	27	49	85
22	49	61	89	56
77	61	72	79	23
61	14	65	27	81
41	79	48	40	18
87	68	68	87	68
15	34	23	15	15
11	17	61	20	52
90	90	43	72	90
91	91	57	92	57
14	20	88	98	92
55	96	55	96	94
29	95	91	58	58
77	88	77	77	12
27	33	21	36	69
83	59	46	17	59
48	38	38	48	42
80	30	30	49	49
17	17	36	72	31
68	36	97	59	97
54	54	54	68	11
34	72	46	86	46
53	54	74	54	86
53	21	84	84	21
12	59	42	12	59
64	39	80	91	62
22	43	22	82	43
65	28	95	65	65
12	94	79	12	12
96	37	96	37	36
81	73	56	73	56
70	84	33	88	17
65	90	32	66	32
16	19	93	93	16
46	53	53	74	74
10	53	42	41	72
17	25	25	25	17
82	14	46	60	71
31	37	29	29	31
48	46	48	39	39
47	44	53	44	94
61	28	61	28	61
11	14	16	14	16
55	55	55	54	42
78	75	78	75	95
21	21	14	75	21
67	41	39	62	52
60	40	40	66	60
85	50	65	12	87
56	53	53	18	18
78	30	78	62	62
54	38	38	54	61
82	56	85	82	85
94	83	73	83	39
22	53	22	53	98
61	53	61	68	53
11	15	52	85	19
71	63	70	70	71
92	22	94	59	85
52	76	50	50	52
23	17	23	17	27
94	81	77	75	13
69	20	99	34	20
21	17	93	17	21
78	95	78	95	94
28	11	11	11	28
29	79	49	15	61
48	48	61	48	54
32	90	38	65	36
24	69	31	24	69
79	17	17	79	67
32	30	49	43	43
83	15	14	96	77
42	23	29	42	29
77	94	94	77	94
22	61	45	22	61
58	82	76	76	76
27	75	82	30	29
42	88	88	57	88
20	88	73	23	99
16	88	88	96	87
22	10	10	10	88
71	97	97	95	95
79	86	56	86	56
11	26	26	15	15
64	64	36	61	90
10	26	10	98	55
16	32	32	41	43
95	96	87	13	79
61	63	42	95	61
92	38	41	42	92
66	27	33	16	99
75	36	72	74	27
91	91	70	72	72
85	19	85	19	27
25	37	45	37	25
49	20	67	67	67
30	42	89	12	89
53	15	87	53	53
53	54	58	26	57
76	85	50	69	44
43	63	53	78	43
58	18	17	17	18
38	91	46	36	98
66	77	55	30	52
13	97	37	37	13
32	93	65	93	54
72	97	93	62	90
26	45	45	37	45
11	11	37	81	49
65	43	28	65	28
30	61	30	24	30
46	81	13	95	81
31	35	42	42	31
64	39	76	73	14
78	78	25	78	77
67	77	77	67	13
55	55	13	80	80
50	19	15	58	51
63	90	90	63	97
87	63	81	81	12
11	72	69	69	96
74	68	26	16	76
37	37	16	48	48
32	79	32	42	42
53	37	18	37	37
45	92	99	45	41
12	20	86	18	18
61	78	60	61	96
55	74	74	88	59
90	31	89	75	61
20	49	45	45	30
28	86	28	88	60
19	55	90	90	50
59	91	67	90	54
47	96	49	60	60
89	73	73	71	73
11	13	60	59	20
76	26	76	86	22
78	78	66	69	69
11	89	24	33	50
32	32	24	33	61
57	68	68	57	15
75	64	13	64	13
86	86	36	86	49
38	38	45	38	99
37	37	97	75	97
15	20	40	35	82
30	33	46	33	30
57	67	50	67	57
96	30	44	30	96
76	81	39	98	76
57	16	57	36	16
66	78	96	87	96
59	34	73	42	98
55	94	60	55	60
46	87	46	60	12
63	63	63	63	15
91	19	91	40	19
37	11	11	11	28
24	24	98	24	82
46	99	28	28	99
12	89	89	12	12
53	47	46	46	47
33	72	72	33	74
64	64	15	40	40
89	47	57	41	93
66	15	62	15	15
20	87	26	62	77
39	65	54	39	54
23	71	68	93	74
15	14	54	15	54
60	65	60	41	45
76	76	66	88	88
54	54	95	95	54
26	90	12	90	23
67	42	67	67	51
60	60	97	77	97
28	36	30	86	30
37	57	69	57	91
61	20	61	61	20
73	77	64	74	37
24	66	66	78	49
62	12	38	12	70
12	12	94	14	40
96	90	96	29	29
18	88	18	74	96
77	85	22	42	92
60	64	83	83	85
60	82	77	97	23
17	53	29	27	14
42	36	68	68	36
11	71	13	13	13
49	27	49	41	27
75	40	40	23	42
19	43	19	32	19
73	63	67	63	36
32	30	90	32	90
53	65	53	65	32
21	12	85	57	74
36	73	75	78	73
79	44	79	22	66
29	46	27	46	31
48	48	18	56	44
68	58	60	68	58
57	91	94	57	94
82	83	84	56	26
99	99	73	73	66
78	70	14	46	70
63	46	63	24	24
68	68	75	41	41
28	69	69	28	70
27	27	69	27	69
97	33	33	72	97
66	90	14	86	64
74	35	17	21	20
83	58	55	99	34
42	60	42	38	60
67	96	96	60	95
76	48	28	28	28
29	29	90	97	29
66	29	29	70	38
39	54	89	69	71
84	11	96	79	82
75	30	24	75	75
42	61	63	42	97
85	27	98	29	27
42	44	92	42	44
53	51	40	41	20
16	91	57	44	13
57	27	18	83	18
83	83	11	18	42
57	68	69	69	63
90	43	43	43	47
99	47	27	58	94
52	52	52	54	71
69	91	91	37	37
40	71	56	97	32
31	31	55	38	55
61	85	61	86	61
97	77	77	58	97
86	54	96	54	76
48	48	63	85	48
26	75	96	26	75
25	57	86	32	82
67	82	21	29	29
23	28	35	35	28
92	92	70	20	66
78	94	94	93	73
93	71	22	29	22
52	75	66	17	69
38	86	50	76	85
71	95	68	87	68
29	41	36	41	36
31	74	41	79	70
37	37	95	13	27
59	18	13	63	40
45	50	45	45	85
26	35	35	66	66
80	35	80	61	80
10	83	37	83	83
56	14	14	15	15
32	57	47	57	47
37	52	37	22	52
83	54	68	44	63
17	54	58	17	70
47	31	31	20	47
13	12	13	13	38
51	36	77	51	37
46	79	46	53	79
29	21	44	21	29
17	74	52	74	74
82	29	85	29	82
96	96	74	60	74
28	28	28	41	36
15	63	94	13	62
46	17	97	99	17
49	57	49	57	86
50	71	71	83	87
48	48	48	94	21
84	16	16	34	83
47	74	55	98	67
53	84	84	39	90
56	16	73	41	41
99	31	20	90	10
30	70	67	19	94
50	95	30	50	69
59	59	13	55	55
24	43	20	96	50
11	48	48	48	97
79	57	57	73	79
42	19	19	42	19
47	86	23	29	47
66	21	21	74	74
56	54	63	77	32
16	84	16	57	84
72	72	64	64	49
85	83	67	83	85
11	17	50	64	22
61	80	48	20	99
83	29	23	23	29
68	46	70	68	70
13	52	27	52	27
27	30	77	30	55
27	27	27	21	21
35	71	48	71	20
90	90	25	58	58
82	45	45	45	10
70	13	14	23	13
64	64	13	13	64
61	61	54	91	96
13	88	63	83	70
11	91	73	11	11
72	68	72	68	65
73	18	18	18	29
59	67	54	46	59
29	28	67	84	22
64	40	94	40	94
14	23	14	85	23
75	10	31	99	99
30	91	91	42	42
46	46	30	20	30
36	70	70	36	29
91	93	66	49	17
91	83	24	46	37
70	77	70	20	20
12	51	77	71	15
61	63	99	95	25
97	59	97	59	59
17	17	60	17	42
12	35	12	35	37
38	59	72	87	15
24	24	54	34	54
49	18	49	49	98
63	17	56	49	88
94	94	62	47	94
65	65	88	21	88
62	12	25	95	11
58	58	87	30	58
74	13	96	96	13
85	88	31	53	26
86	77	75	19	75
15	92	42	80	15
91	53	91	91	97
76	59	76	59	42
75	75	14	75	77
37	37	27	97	97
69	65	69	42	75
90	38	90	38	67
21	86	20	21	17
85	84	18	22	85
78	78	34	30	34
58	22	21	91	30
11	33	11	99	99
42	42	92	92	92
80	80	34	80	15
53	13	38	38	13
51	53	94	45	45
99	96	27	27	96
90	13	48	48	13
79	79	30	67	67
58	12	73	12	82
31	35	33	42	57
49	12	90	29	43
98	43	56	73	13
93	25	21	21	56
53	46	95	17	17
80	73	26	58	32
50	81	34	74	97
68	51	55	80	80
51	61	15	15	96
17	17	61	87	26
80	88	98	96	57
81	42	25	55	99
17	76	76	17	17
35	35	72	72	60
57	67	45	57	11
82	51	69	47	47
40	49	49	40	41
31	10	31	71	10
71	17	81	81	31
32	43	43	23	23
43	44	50	94	86
67	94	97	55	55
73	96	56	69	41
90	67	54	73	67
86	51	36	51	51
87	22	87	38	38
31	17	68	77	51
70	92	39	91	55
47	47	39	39	39
59	59	61	44	59
98	78	45	45	37
35	96	96	35	55
26	95	36	26	36
15	53	53	53	98
37	46	58	58	60
81	50	56	81	96
40	16	55	16	16
19	97	52	19	52
26	19	26	19	45
49	58	72	49	72
31	73	58	31	31
51	74	58	42	98
92	92	31	81	92
73	61	24	58	61
71	71	96	13	53
63	85	32	63	63
75	12	12	83	45
95	53	24	87	95
99	65	51	66	79
12	76	33	33	96
43	14	52	43	43
94	64	94	28	88
43	62	58	58	43
58	19	37	62	95
44	44	64	15	44
30	30	52	97	97
86	87	39	40	65
21	11	11	11	80
20	81	14	88	21
52	52	83	19	83
46	65	57	99	94
46	46	66	66	54
32	32	65	51	91
57	85	27	57	27
42	47	42	42	86
83	55	83	83	92
98	65	65	27	98
29	64	29	29	37
28	82	13	14	69
45	45	45	69	99
60	62	29	35	58
69	37	61	36	69
61	78	78	78	56
28	28	17	28	88
98	37	49	37	19
98	32	63	10	98
19	16	37	36	57
27	93	83	11	26
45	31	86	31	98
93	93	61	66	36
70	48	70	36	62
79	18	32	57	57
92	96	33	33	33
95	92	12	95	10
44	38	28	32	85
19	44	44	87	19
78	96	52	49	26
84	73	96	86	66
45	64	32	78	32
28	57	28	91	91
61	25	19	25	19
19	17	91	92	19
47	69	51	57	69
78	40	40	78	20
54	54	91	48	90
36	65	65	65	36
74	36	10	74	10
